GENE	AE_1	AE_2
TLR12P	948.2	949.2
ZSCAN20	949.2	950.2
AC115285.1	950.2	951.2
CSMD2	951.2	952.2
HSPD1P14	952.2	953.2
HMGB4	953.2	954.2
CSMD2-AS1	954.2	955.2
C1orf94	955.2	956.2
AC115286.1	956.2	957.2
SMIM12	957.2	958.2
GJB5	958.2	959.2
GJB4	959.2	960.2
AL121988.1	960.2	961.2
GJB3	961.2	962.2
GJA4	962.2	963.2
AL122010.1	963.2	964.2
DLGAP3	964.2	965.2
AC114490.3	965.2	966.2
AC114490.1	966.2	967.2
AC114490.2	967.2	968.2
TMEM35B	968.2	969.2
ZMYM6	969.2	970.2
ZMYM1	970.2	971.2
RPL12P45	971.2	972.2
EFCAB14P1	972.2	973.2
AL590434.1	973.2	974.2
SFPQ	974.2	975.2
ZMYM4	975.2	976.2
RPL5P4	976.2	977.2
ZMYM4-AS1	977.2	978.2
KIAA0319L	978.2	979.2
AC004865.1	979.2	980.2
NCDN	980.2	981.2
TFAP2E-AS1	981.2	982.2
TFAP2E	982.2	983.2
PSMB2	983.2	984.2
C1orf216	984.2	985.2
CLSPN	985.2	986.2
AL354864.1	986.2	987.2
AGO4	987.2	988.2
AGO1	988.2	989.2
CFAP97P1	989.2	990.2
AL139286.1	990.2	991.2
AGO3	991.2	992.2
AL138787.2	992.2	993.2
AL138787.1	993.2	994.2
TEKT2	994.2	995.2
ADPRS	995.2	996.2
COL8A2	996.2	997.2
TRAPPC3	997.2	998.2
MAP7D1	998.2	999.2
THRAP3	999.2	1000.2
UBE2V2P4	1000.2	1001.2
SH3D21	1001.2	1002.2
EVA1B	1002.2	1003.2
STK40	1003.2	1004.2
LSM10	1004.2	1005.2
OSCP1	1005.2	1006.2
MRPS15	1006.2	1007.2
CSF3R	1007.2	1008.2
FTLP18	1008.2	1009.2
AL596257.1	1009.2	1010.2
AC117945.2	1010.2	1011.2
AC117945.1	1011.2	1012.2
GRIK3	1012.2	1013.2
AL031430.1	1013.2	1014.2
AL353604.1	1014.2	1015.2
RPS29P6	1015.2	1016.2
LINC01137	1016.2	1017.2
ZC3H12A	1017.2	1018.2
MEAF6	1018.2	1019.2
SNIP1	1019.2	1020.2
FTH1P1	1020.2	1021.2
AL034379.1	1021.2	1022.2
DNALI1	1022.2	1023.2
GNL2	1023.2	1024.2
AL513220.1	1024.2	1025.2
RSPO1	1025.2	1026.2
C1orf109	1026.2	1027.2
CDCA8	1027.2	1028.2
EPHA10	1028.2	1029.2
ACTN4P2	1029.2	1030.2
AL929472.1	1030.2	1031.2
MANEAL	1031.2	1032.2
AL929472.3	1032.2	1033.2
YRDC	1033.2	1034.2
C1orf122	1034.2	1035.2
MTF1	1035.2	1036.2
AL929472.4	1036.2	1037.2
INPP5B	1037.2	1038.2
AL929472.2	1038.2	1039.2
SF3A3	1039.2	1040.2
FHL3	1040.2	1041.2
UTP11	1041.2	1042.2
POU3F1	1042.2	1043.2
MIR3659HG	1043.2	1044.2
AL139158.1	1044.2	1045.2
LINC02786	1045.2	1046.2
LINC01343	1046.2	1047.2
AL513479.1	1047.2	1048.2
LINC01685	1048.2	1049.2
HSPA5P1	1049.2	1050.2
AL354702.1	1050.2	1051.2
RRAGC	1051.2	1052.2
AL139260.2	1052.2	1053.2
AL139260.1	1053.2	1054.2
MYCBP	1054.2	1055.2
AL139260.3	1055.2	1056.2
GJA9	1056.2	1057.2
RHBDL2	1057.2	1058.2
EIF1P2	1058.2	1059.2
AKIRIN1	1059.2	1060.2
NDUFS5	1060.2	1061.2
MACF1	1061.2	1062.2
AL442071.1	1062.2	1063.2
HSPE1P8	1063.2	1064.2
BMP8A	1064.2	1065.2
OXCT2P1	1065.2	1066.2
PPIEL	1066.2	1067.2
PABPC4	1067.2	1068.2
PABPC4-AS1	1068.2	1069.2
HEYL	1069.2	1070.2
AL035404.2	1070.2	1071.2
NT5C1A	1071.2	1072.2
HPCAL4	1072.2	1073.2
PPIE	1073.2	1074.2
AL035404.1	1074.2	1075.2
BMP8B	1075.2	1076.2
OXCT2	1076.2	1077.2
BMP8B-AS1	1077.2	1078.2
AL033527.2	1078.2	1079.2
AL033527.1	1079.2	1080.2
AL033527.3	1080.2	1081.2
LINC02811	1081.2	1082.2
TRIT1	1082.2	1083.2
MYCL	1083.2	1084.2
MYCL-AS1	1084.2	1085.2
MFSD2A	1085.2	1086.2
AL663070.1	1086.2	1087.2
CAP1	1087.2	1088.2
PPT1	1088.2	1089.2
OAZ1P1	1089.2	1090.2
RLF	1090.2	1091.2
TMCO2	1091.2	1092.2
AL050341.2	1092.2	1093.2
ZMPSTE24	1093.2	1094.2
AL050341.1	1094.2	1095.2
COL9A2	1095.2	1096.2
AL031985.2	1096.2	1097.2
SMAP2	1097.2	1098.2
AL031985.1	1098.2	1099.2
AL031985.4	1099.2	1100.2
ZFP69B	1100.2	1101.2
AL031985.3	1101.2	1102.2
AL603839.4	1102.2	1103.2
ZFP69	1103.2	1104.2
AL603839.3	1104.2	1105.2
EXO5	1105.2	1106.2
AL603839.1	1106.2	1107.2
AL603839.2	1107.2	1108.2
ZNF684	1108.2	1109.2
AL356379.1	1109.2	1110.2
GTF2F2P2	1110.2	1111.2
RIMS3	1111.2	1112.2
AL031289.1	1112.2	1113.2
NFYC-AS1	1113.2	1114.2
NFYC	1114.2	1115.2
KCNQ4	1115.2	1116.2
CITED4	1116.2	1117.2
AC119677.1	1117.2	1118.2
AL391730.1	1118.2	1119.2
UBE2V1P8	1119.2	1120.2
CTPS1	1120.2	1121.2
SLFNL1-AS1	1121.2	1122.2
SLFNL1	1122.2	1123.2
SCMH1	1123.2	1124.2
RPL23AP17	1124.2	1125.2
AC093151.2	1125.2	1126.2
AC093151.1	1126.2	1127.2
AC093151.5	1127.2	1128.2
FOXO6	1128.2	1129.2
FOXO6-AS1	1129.2	1130.2
EDN2	1130.2	1131.2
HIVEP3	1131.2	1132.2
AL445933.2	1132.2	1133.2
AL445933.1	1133.2	1134.2
AC119676.1	1134.2	1135.2
HNRNPFP1	1135.2	1136.2
AC114492.1	1136.2	1137.2
GUCA2B	1137.2	1138.2
GUCA2A	1138.2	1139.2
FOXJ3	1139.2	1140.2
AC096540.1	1140.2	1141.2
RIMKLA	1141.2	1142.2
AL513331.1	1142.2	1143.2
ZMYND12	1143.2	1144.2
PPCS	1144.2	1145.2
CCDC30	1145.2	1146.2
RPS3AP11	1146.2	1147.2
TMSB4XP1	1147.2	1148.2
AL445669.1	1148.2	1149.2
PPIH	1149.2	1150.2
AC098484.4	1150.2	1151.2
AC098484.2	1151.2	1152.2
YBX1	1152.2	1153.2
CLDN19	1153.2	1154.2
P3H1	1154.2	1155.2
C1orf50	1155.2	1156.2
AC098484.3	1156.2	1157.2
AC098484.1	1157.2	1158.2
TMEM269	1158.2	1159.2
SVBP	1159.2	1160.2
ERMAP	1160.2	1161.2
AL512353.1	1161.2	1162.2
ZNF691	1162.2	1163.2
AL512353.2	1163.2	1164.2
MKRN8P	1164.2	1165.2
ATP6V1E1P1	1165.2	1166.2
SLC2A1	1166.2	1167.2
ATP6V0CP4	1167.2	1168.2
SLC2A1-AS1	1168.2	1169.2
AC099795.1	1169.2	1170.2
AL161637.1	1170.2	1171.2
FAM183A	1171.2	1172.2
EBNA1BP2	1172.2	1173.2
CFAP57	1173.2	1174.2
TMEM125	1174.2	1175.2
C1orf210	1175.2	1176.2
TIE1	1176.2	1177.2
MPL	1177.2	1178.2
AL139289.1	1178.2	1179.2
CDC20	1179.2	1180.2
ELOVL1	1180.2	1181.2
MED8	1181.2	1182.2
MED8-AS1	1182.2	1183.2
SZT2	1183.2	1184.2
SZT2-AS1	1184.2	1185.2
HYI	1185.2	1186.2
HYI-AS1	1186.2	1187.2
PTPRF	1187.2	1188.2
AL451062.2	1188.2	1189.2
KDM4A	1189.2	1190.2
KDM4A-AS1	1190.2	1191.2
ST3GAL3	1191.2	1192.2
ST3GAL3-AS1	1192.2	1193.2
AL451062.1	1193.2	1194.2
SHMT1P1	1194.2	1195.2
ARTN	1195.2	1196.2
AL357079.3	1196.2	1197.2
IPO13	1197.2	1198.2
AL357079.2	1198.2	1199.2
DPH2	1199.2	1200.2
ATP6V0B	1200.2	1201.2
B4GALT2	1201.2	1202.2
CCDC24	1202.2	1203.2
SLC6A9	1203.2	1204.2
AL139220.2	1204.2	1205.2
AL139220.1	1205.2	1206.2
KRT8P47	1206.2	1207.2
KLF17	1207.2	1208.2
AL356653.1	1208.2	1209.2
KLF18	1209.2	1210.2
AL359839.1	1210.2	1211.2
OOSP1P1	1211.2	1212.2
AL035417.1	1212.2	1213.2
AL035417.2	1213.2	1214.2
DMAP1	1214.2	1215.2
ERI3	1215.2	1216.2
ERI3-IT1	1216.2	1217.2
RNF220	1217.2	1218.2
TMEM53	1218.2	1219.2
ARMH1	1219.2	1220.2
KIF2C	1220.2	1221.2
AL592166.1	1221.2	1222.2
RPS8	1222.2	1223.2
RPS15AP11	1223.2	1224.2
BEST4	1224.2	1225.2
PLK3	1225.2	1226.2
TCTEX1D4	1226.2	1227.2
BTBD19	1227.2	1228.2
PTCH2	1228.2	1229.2
AL136380.1	1229.2	1230.2
EIF2B3	1230.2	1231.2
CCNB1IP1P1	1231.2	1232.2
PPIAP35	1232.2	1233.2
MRPS17P1	1233.2	1234.2
HECTD3	1234.2	1235.2
UROD	1235.2	1236.2
ZSWIM5	1236.2	1237.2
OSTCP5	1237.2	1238.2
LINC01144	1238.2	1239.2
HPDL	1239.2	1240.2
MUTYH	1240.2	1241.2
AL451136.1	1241.2	1242.2
TOE1	1242.2	1243.2
TESK2	1243.2	1244.2
PPIAP36	1244.2	1245.2
CCDC163	1245.2	1246.2
MMACHC	1246.2	1247.2
PRDX1	1247.2	1248.2
HMGB1P48	1248.2	1249.2
AKR1A1	1249.2	1250.2
NASP	1250.2	1251.2
CCDC17	1251.2	1252.2
GPBP1L1	1252.2	1253.2
RPS15AP10	1253.2	1254.2
AL604028.2	1254.2	1255.2
TMEM69	1255.2	1256.2
IPP	1256.2	1257.2
AL604028.1	1257.2	1258.2
AL603882.1	1258.2	1259.2
MAST2	1259.2	1260.2
TMA16P2	1260.2	1261.2
PIK3R3	1261.2	1262.2
P3R3URF-PIK3R3	1262.2	1263.2
AL358075.1	1263.2	1264.2
AL358075.3	1264.2	1265.2
AL358075.2	1265.2	1266.2
TSPAN1	1266.2	1267.2
P3R3URF	1267.2	1268.2
POMGNT1	1268.2	1269.2
LURAP1	1269.2	1270.2
RAD54L	1270.2	1271.2
LRRC41	1271.2	1272.2
UQCRH	1272.2	1273.2
NSUN4	1273.2	1274.2
AL122001.1	1274.2	1275.2
FAAH	1275.2	1276.2
FAAHP1	1276.2	1277.2
LINC01398	1277.2	1278.2
DMBX1	1278.2	1279.2
TMEM275	1279.2	1280.2
MKNK1-AS1	1280.2	1281.2
KNCN	1281.2	1282.2
MKNK1	1282.2	1283.2
MOB3C	1283.2	1284.2
ATPAF1	1284.2	1285.2
NENFP1	1285.2	1286.2
TEX38	1286.2	1287.2
EFCAB14-AS1	1287.2	1288.2
EFCAB14	1288.2	1289.2
AL593856.1	1289.2	1290.2
CYP4B1	1290.2	1291.2
CYP4Z2P	1291.2	1292.2
TUBAP8	1292.2	1293.2
CYP4A11	1293.2	1294.2
CYP4A26P	1294.2	1295.2
CYP4A43P	1295.2	1296.2
CYP4A27P	1296.2	1297.2
CYP4A44P	1297.2	1298.2
CYP4X1	1298.2	1299.2
CYP4Z1	1299.2	1300.2
TUBAP9	1300.2	1301.2
CYP4A22-AS1	1301.2	1302.2
CYP4A22	1302.2	1303.2
MTND1P34	1303.2	1304.2
LINC00853	1304.2	1305.2
PDZK1IP1	1305.2	1306.2
TAL1	1306.2	1307.2
AL135960.1	1307.2	1308.2
STIL	1308.2	1309.2
CMPK1	1309.2	1310.2
LINC01389	1310.2	1311.2
FOXE3	1311.2	1312.2
FOXD2-AS1	1312.2	1313.2
FOXD2	1313.2	1314.2
AL356458.1	1314.2	1315.2
RPL21P24	1315.2	1316.2
ATP6V0E1P4	1316.2	1317.2
TRABD2B	1317.2	1318.2
AL691459.1	1318.2	1319.2
AC096541.1	1319.2	1320.2
LINC02794	1320.2	1321.2
AL356289.1	1321.2	1322.2
CYP46A4P	1322.2	1323.2
SKINT1L	1323.2	1324.2
AL356289.2	1324.2	1325.2
AL109659.1	1325.2	1326.2
SLC5A9	1326.2	1327.2
AL109659.2	1327.2	1328.2
AL109659.3	1328.2	1329.2
SPATA6	1329.2	1330.2
PPP1R8P1	1330.2	1331.2
AL356968.2	1331.2	1332.2
AL356968.1	1332.2	1333.2
AGBL4	1333.2	1334.2
BEND5	1334.2	1335.2
AC099788.1	1335.2	1336.2
AGBL4-AS1	1336.2	1337.2
AGBL4-IT1	1337.2	1338.2
AL390023.1	1338.2	1339.2
ZNF859P	1339.2	1340.2
AL645730.1	1340.2	1341.2
MTND2P29	1341.2	1342.2
ELAVL4	1342.2	1343.2
AL583843.1	1343.2	1344.2
ELAVL4-AS1	1344.2	1345.2
AL592182.1	1345.2	1346.2
LINC02808	1346.2	1347.2
AL592182.2	1347.2	1348.2
AL596275.1	1348.2	1349.2
HMGB1P45	1349.2	1350.2
FCF1P6	1350.2	1351.2
DMRTA2	1351.2	1352.2
AL049637.1	1352.2	1353.2
FAF1	1353.2	1354.2
FAF1-AS1	1354.2	1355.2
PHBP12	1355.2	1356.2
MRPS6P2	1356.2	1357.2
CDKN2C	1357.2	1358.2
C1orf185	1358.2	1359.2
CFL1P2	1359.2	1360.2
LINC01562	1360.2	1361.2
RNF11	1361.2	1362.2
AL162430.1	1362.2	1363.2
AL162430.2	1363.2	1364.2
TTC39A	1364.2	1365.2
TTC39A-AS1	1365.2	1366.2
EPS15	1366.2	1367.2
AL671986.1	1367.2	1368.2
AC104170.1	1368.2	1369.2
EPS15-AS1	1369.2	1370.2
CALR4P	1370.2	1371.2
OSBPL9	1371.2	1372.2
GAPDHP51	1372.2	1373.2
SLC25A6P3	1373.2	1374.2
NRDC	1374.2	1375.2
AL050343.2	1375.2	1376.2
AL050343.3	1376.2	1377.2
TSEN15P2	1377.2	1378.2
RAB3B	1378.2	1379.2
AL445685.2	1379.2	1380.2
TXNDC12	1380.2	1381.2
AL445685.3	1381.2	1382.2
KTI12	1382.2	1383.2
AL445685.1	1383.2	1384.2
TXNDC12-AS1	1384.2	1385.2
BTF3L4	1385.2	1386.2
ZFYVE9	1386.2	1387.2
AL139156.2	1387.2	1388.2
AL139156.1	1388.2	1389.2
PDCL3P6	1389.2	1390.2
AL139156.3	1390.2	1391.2
DNAJC19P7	1391.2	1392.2
ANAPC10P1	1392.2	1393.2
CC2D1B	1393.2	1394.2
AL513218.1	1394.2	1395.2
PLA2G12AP1	1395.2	1396.2
ORC1	1396.2	1397.2
PRPF38A	1397.2	1398.2
TUT4	1398.2	1399.2
AL591167.1	1399.2	1400.2
EEF1GP7	1400.2	1401.2
GPX7	1401.2	1402.2
SHISAL2A	1402.2	1403.2
COA7	1403.2	1404.2
NDUFS5P3	1404.2	1405.2
ZYG11B	1405.2	1406.2
RPS13P2	1406.2	1407.2
ZYG11A	1407.2	1408.2
AC099677.3	1408.2	1409.2
ECHDC2	1409.2	1410.2
AC099677.1	1410.2	1411.2
AC099677.2	1411.2	1412.2
SCP2	1412.2	1413.2
H3P2	1413.2	1414.2
RRAS2P1	1414.2	1415.2
TUBBP10	1415.2	1416.2
PODN	1416.2	1417.2
AL445183.1	1417.2	1418.2
HIGD1AP11	1418.2	1419.2
SLC1A7	1419.2	1420.2
AL445183.2	1420.2	1421.2
AL606760.4	1421.2	1422.2
CPT2	1422.2	1423.2
AL606760.2	1423.2	1424.2
CZIB	1424.2	1425.2
AL606760.3	1425.2	1426.2
MAGOH	1426.2	1427.2
LRP8	1427.2	1428.2
AL355483.3	1428.2	1429.2
AL355483.1	1429.2	1430.2
AL355483.2	1430.2	1431.2
LINC01771	1431.2	1432.2
AC119428.2	1432.2	1433.2
AC119428.1	1433.2	1434.2
LINC02812	1434.2	1435.2
SLC25A3P1	1435.2	1436.2
AL365445.1	1436.2	1437.2
DMRTB1	1437.2	1438.2
GLIS1	1438.2	1439.2
NDC1	1439.2	1440.2
AL049745.2	1440.2	1441.2
YIPF1	1441.2	1442.2
DIO1	1442.2	1443.2
HSPB11	1443.2	1444.2
LRRC42	1444.2	1445.2
HNRNPA3P12	1445.2	1446.2
LDLRAD1	1446.2	1447.2
TMEM59	1447.2	1448.2
AL353898.3	1448.2	1449.2
TCEANC2	1449.2	1450.2
AL353898.1	1450.2	1451.2
AL357673.1	1451.2	1452.2
CDCP2	1452.2	1453.2
AL357673.2	1453.2	1454.2
CYB5RL	1454.2	1455.2
MRPL37	1455.2	1456.2
SSBP3	1456.2	1457.2
SSBP3-AS1	1457.2	1458.2
AL161644.1	1458.2	1459.2
AL035415.1	1459.2	1460.2
LINC02784	1460.2	1461.2
AC099796.1	1461.2	1462.2
HNRNPA1P63	1462.2	1463.2
ACOT11	1463.2	1464.2
FAM151A	1464.2	1465.2
AL590093.1	1465.2	1466.2
MROH7	1466.2	1467.2
MROH7-TTC4	1467.2	1468.2
TTC4	1468.2	1469.2
PARS2	1469.2	1470.2
TTC22	1470.2	1471.2
AC096536.1	1471.2	1472.2
LEXM	1472.2	1473.2
DHCR24	1473.2	1474.2
AC096536.2	1474.2	1475.2
DHCR24-DT	1475.2	1476.2
AL590440.2	1476.2	1477.2
TMEM61	1477.2	1478.2
AL590440.1	1478.2	1479.2
BSND	1479.2	1480.2
PCSK9	1480.2	1481.2
USP24	1481.2	1482.2
MIR4422HG	1482.2	1483.2
GYG1P3	1483.2	1484.2
AL603840.1	1484.2	1485.2
GOT2P1	1485.2	1486.2
MTCO2P34	1486.2	1487.2
LINC01755	1487.2	1488.2
LINC01753	1488.2	1489.2
PIGQP1	1489.2	1490.2
AL353681.1	1490.2	1491.2
AC119674.1	1491.2	1492.2
AC119674.2	1492.2	1493.2
RPSAP20	1493.2	1494.2
LINC01767	1494.2	1495.2
PLPP3	1495.2	1496.2
RPL21P23	1496.2	1497.2
RPL23AP85	1497.2	1498.2
AC099789.1	1498.2	1499.2
PRKAA2	1499.2	1500.2
FYB2	1500.2	1501.2
AL360295.1	1501.2	1502.2
C8A	1502.2	1503.2
C8B	1503.2	1504.2
AL161740.1	1504.2	1505.2
DAB1	1505.2	1506.2
AL390243.1	1506.2	1507.2
RPS20P5	1507.2	1508.2
DAB1-AS1	1508.2	1509.2
HNRNPA1P6	1509.2	1510.2
RPS26P15	1510.2	1511.2
AL445193.2	1511.2	1512.2
AL445193.1	1512.2	1513.2
AL357373.1	1513.2	1514.2
OMA1	1514.2	1515.2
AL035411.2	1515.2	1516.2
TACSTD2	1516.2	1517.2
AL035411.1	1517.2	1518.2
MYSM1	1518.2	1519.2
AL136985.3	1519.2	1520.2
JUN	1520.2	1521.2
LINC01135	1521.2	1522.2
AL136985.2	1522.2	1523.2
AL136985.1	1523.2	1524.2
LINC02777	1524.2	1525.2
LINC01358	1525.2	1526.2
PHBP3	1526.2	1527.2
AL592431.2	1527.2	1528.2
AL592431.1	1528.2	1529.2
HSD52	1529.2	1530.2
AC093424.1	1530.2	1531.2
FGGY	1531.2	1532.2
AL035416.1	1532.2	1533.2
HOOK1	1533.2	1534.2
CYP2J2	1534.2	1535.2
C1orf87	1535.2	1536.2
PGBD4P8	1536.2	1537.2
LINC02778	1537.2	1538.2
LINC01748	1538.2	1539.2
AC099792.1	1539.2	1540.2
NFIA	1540.2	1541.2
NFIA-AS2	1541.2	1542.2
NFIA-AS1	1542.2	1543.2
AC099791.3	1543.2	1544.2
AC099791.1	1544.2	1545.2
TM2D1	1545.2	1546.2
AC099791.2	1546.2	1547.2
PATJ	1547.2	1548.2
LAMTOR5P1	1548.2	1549.2
PIGPP2	1549.2	1550.2
RPS15AP7	1550.2	1551.2
L1TD1	1551.2	1552.2
AL162739.1	1552.2	1553.2
KANK4	1553.2	1554.2
USP1	1554.2	1555.2
DOCK7	1555.2	1556.2
AL451044.1	1556.2	1557.2
ANGPTL3	1557.2	1558.2
AL138847.2	1558.2	1559.2
AL138847.1	1559.2	1560.2
AC103923.1	1560.2	1561.2
ATG4C	1561.2	1562.2
AC099794.1	1562.2	1563.2
AC099794.2	1563.2	1564.2
LINC01739	1564.2	1565.2
AL162400.1	1565.2	1566.2
AL162400.2	1566.2	1567.2
AC096543.1	1567.2	1568.2
LINC00466	1568.2	1569.2
AC096543.2	1569.2	1570.2
RPSAP65	1570.2	1571.2
FOXD3-AS1	1571.2	1572.2
FOXD3	1572.2	1573.2
AL049636.1	1573.2	1574.2
ALG6	1574.2	1575.2
ITGB3BP	1575.2	1576.2
EFCAB7	1576.2	1577.2
DLEU2L	1577.2	1578.2
PGM1	1578.2	1579.2
ROR1	1579.2	1580.2
AL161742.1	1580.2	1581.2
CFL1P3	1581.2	1582.2
ROR1-AS1	1582.2	1583.2
AL445205.1	1583.2	1584.2
UBE2U	1584.2	1585.2
CACHD1	1585.2	1586.2
RAVER2	1586.2	1587.2
JAK1	1587.2	1588.2
AL606517.2	1588.2	1589.2
AL606517.1	1589.2	1590.2
LINC01359	1590.2	1591.2
SLC2A3P2	1591.2	1592.2
AL357078.2	1592.2	1593.2
AL357078.1	1593.2	1594.2
MRPS21P1	1594.2	1595.2
AK4	1595.2	1596.2
RPS29P7	1596.2	1597.2
DNAJC6	1597.2	1598.2
AL139294.1	1598.2	1599.2
COX6CP13	1599.2	1600.2
LEPROT	1600.2	1601.2
LEPR	1601.2	1602.2
AC119800.1	1602.2	1603.2
AC097063.1	1603.2	1604.2
AL513493.1	1604.2	1605.2
PDE4B	1605.2	1606.2
PDE4B-AS1	1606.2	1607.2
SGIP1	1607.2	1608.2
AL139147.1	1608.2	1609.2
TCTEX1D1	1609.2	1610.2
INSL5	1610.2	1611.2
DNAI4	1611.2	1612.2
AL592161.1	1612.2	1613.2
MIER1	1613.2	1614.2
SLC35D1	1614.2	1615.2
C1orf141	1615.2	1616.2
AL133320.2	1616.2	1617.2
IL23R	1617.2	1618.2
DNAJB6P4	1618.2	1619.2
IL12RB2	1619.2	1620.2
SERBP1	1620.2	1621.2
LINC01702	1621.2	1622.2
AL590559.1	1622.2	1623.2
HNRNPCP9	1623.2	1624.2
GADD45A	1624.2	1625.2
GNG12	1625.2	1626.2
GNG12-AS1	1626.2	1627.2
AL157407.1	1627.2	1628.2
DIRAS3	1628.2	1629.2
ARL5AP3	1629.2	1630.2
WLS	1630.2	1631.2
CTBP2P8	1631.2	1632.2
RPS7P4	1632.2	1633.2
COX6B1P7	1633.2	1634.2
ELOCP18	1634.2	1635.2
AL139413.1	1635.2	1636.2
RPE65	1636.2	1637.2
DEPDC1	1637.2	1638.2
AL138789.1	1638.2	1639.2
DEPDC1-AS1	1639.2	1640.2
TXNP2	1640.2	1641.2
AL035412.1	1641.2	1642.2
AL033530.1	1642.2	1643.2
AL691520.1	1643.2	1644.2
LINC01707	1644.2	1645.2
LINC02791	1645.2	1646.2
LINC01758	1646.2	1647.2
LRRC7	1647.2	1648.2
SGO1P1	1648.2	1649.2
PIN1P1	1649.2	1650.2
LRRC7-AS1	1650.2	1651.2
LRRC40	1651.2	1652.2
SRSF11	1652.2	1653.2
AL353771.1	1653.2	1654.2
ANKRD13C	1654.2	1655.2
HHLA3	1655.2	1656.2
HHLA3-AS1	1656.2	1657.2
CTH	1657.2	1658.2
AL354872.1	1658.2	1659.2
CHORDC1P5	1659.2	1660.2
CASP3P1	1660.2	1661.2
LINC01788	1661.2	1662.2
AL513285.1	1662.2	1663.2
PTGER3	1663.2	1664.2
AL031429.1	1664.2	1665.2
AL031429.2	1665.2	1666.2
ZRANB2-AS1	1666.2	1667.2
ZRANB2	1667.2	1668.2
ZRANB2-AS2	1668.2	1669.2
AL358453.1	1669.2	1670.2
NEGR1	1670.2	1671.2
AL354949.1	1671.2	1672.2
AL359821.1	1672.2	1673.2
NEGR1-IT1	1673.2	1674.2
GDI2P2	1674.2	1675.2
RPL31P12	1675.2	1676.2
AL583808.1	1676.2	1677.2
LINC02796	1677.2	1678.2
LINC02797	1678.2	1679.2
AL732618.1	1679.2	1680.2
KRT8P21	1680.2	1681.2
LINC01360	1681.2	1682.2
LINC02238	1682.2	1683.2
AL591463.1	1683.2	1684.2
LRRIQ3	1684.2	1685.2
FPGT	1685.2	1686.2
FPGT-TNNI3K	1686.2	1687.2
TNNI3K	1687.2	1688.2
AC093158.1	1688.2	1689.2
AC105271.1	1689.2	1690.2
LRRC53	1690.2	1691.2
ERICH3	1691.2	1692.2
ERICH3-AS1	1692.2	1693.2
AC135803.1	1693.2	1694.2
CRYZ	1694.2	1695.2
TYW3	1695.2	1696.2
AC133865.1	1696.2	1697.2
AC099786.3	1697.2	1698.2
AC099786.1	1698.2	1699.2
LHX8	1699.2	1700.2
AC099786.2	1700.2	1701.2
SLC44A5	1701.2	1702.2
AC093156.1	1702.2	1703.2
AL096829.1	1703.2	1704.2
AL137803.1	1704.2	1705.2
ACADM	1705.2	1706.2
DLSTP1	1706.2	1707.2
RABGGTB	1707.2	1708.2
MSH4	1708.2	1709.2
ASB17	1709.2	1710.2
AC092813.1	1710.2	1711.2
AC092813.2	1711.2	1712.2
ST6GALNAC3	1712.2	1713.2
AC103592.1	1713.2	1714.2
AC104458.1	1714.2	1715.2
TPI1P1	1715.2	1716.2
LINC02567	1716.2	1717.2
ST6GALNAC5	1717.2	1718.2
AL035409.2	1718.2	1719.2
PIGK	1719.2	1720.2
AC113935.1	1720.2	1721.2
AC093433.1	1721.2	1722.2
AK5	1722.2	1723.2
AC095030.1	1723.2	1724.2
ZZZ3	1724.2	1725.2
USP33	1725.2	1726.2
ACTG1P21	1726.2	1727.2
MIGA1	1727.2	1728.2
AC138392.1	1728.2	1729.2
NSRP1P1	1729.2	1730.2
HSPE1P25	1730.2	1731.2
NEXN-AS1	1731.2	1732.2
NEXN	1732.2	1733.2
FUBP1	1733.2	1734.2
DNAJB4	1734.2	1735.2
GIPC2	1735.2	1736.2
AC103591.3	1736.2	1737.2
AC103591.4	1737.2	1738.2
AC103591.2	1738.2	1739.2
AC103591.1	1739.2	1740.2
RNFT1P2	1740.2	1741.2
MGC27382	1741.2	1742.2
PTGFR	1742.2	1743.2
AC096531.1	1743.2	1744.2
IFI44L	1744.2	1745.2
IFI44	1745.2	1746.2
AC104837.2	1746.2	1747.2
AC104837.1	1747.2	1748.2
ADGRL4	1748.2	1749.2
PSAT1P3	1749.2	1750.2
AL353651.1	1750.2	1751.2
AL353651.2	1751.2	1752.2
LINC02792	1752.2	1753.2
ADH5P2	1753.2	1754.2
AC099671.1	1754.2	1755.2
AC098657.1	1755.2	1756.2
AC098657.2	1756.2	1757.2
AC098657.3	1757.2	1758.2
HMGB1P18	1758.2	1759.2
AL606519.1	1759.2	1760.2
HNRNPA1P64	1760.2	1761.2
AL596276.1	1761.2	1762.2
AL596276.2	1762.2	1763.2
AL136234.1	1763.2	1764.2
LINC01781	1764.2	1765.2
MTND2P30	1765.2	1766.2
RPL7P10	1766.2	1767.2
AL357632.1	1767.2	1768.2
AC093154.1	1768.2	1769.2
ADGRL2	1769.2	1770.2
HNRNPA3P14	1770.2	1771.2
ARID3BP1	1771.2	1772.2
AL138799.1	1772.2	1773.2
AL138799.3	1773.2	1774.2
MED28P8	1774.2	1775.2
AC117944.1	1775.2	1776.2
AL138799.2	1776.2	1777.2
ST13P20	1777.2	1778.2
AL157944.1	1778.2	1779.2
LINC01362	1779.2	1780.2
LINC01361	1780.2	1781.2
LINC01725	1781.2	1782.2
AL035706.1	1782.2	1783.2
TTLL7	1783.2	1784.2
TTLL7-IT1	1784.2	1785.2
AC104454.1	1785.2	1786.2
